,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date,Current Description
1038,Nouadhibou,20.931,-17.0347,71.58,73,84,14.97,,MR,2021-10-24 22:49:56,broken clouds
1039,Homer,59.6425,-151.5483,47.77,83,40,3.44,,US,2021-10-24 22:49:50,scattered clouds
1040,Talaya,61.3833,152.75,15.93,89,100,4.68,,RU,2021-10-24 22:49:57,overcast clouds
1041,Sal Rei,16.1833,-22.9167,77.56,75,47,16.78,,CV,2021-10-24 22:49:57,scattered clouds
1042,Port Blair,11.6667,92.75,79.74,81,76,4.5,,IN,2021-10-24 22:49:57,broken clouds
1043,Alamosa,37.4695,-105.87,60.31,23,35,3.71,,US,2021-10-24 22:49:58,scattered clouds
1044,Saalfeld,50.65,11.3667,44.94,73,1,4.9,,DE,2021-10-24 22:49:58,clear sky
1045,Abu Kamal,34.4506,40.9171,66.81,30,2,0.58,,SY,2021-10-24 22:49:58,clear sky
1046,Tra Vinh,9.9347,106.3453,75.4,96,100,4.76,,VN,2021-10-24 22:49:59,overcast clouds
1047,Alyangula,-13.8483,136.4192,80.47,89,51,3.44,,AU,2021-10-24 22:49:59,broken clouds
1048,Kiama,-34.6833,150.8667,64.38,53,6,4.18,,AU,2021-10-24 22:49:59,clear sky
1049,Praxedis Guerrero,31.3667,-106.0167,81.99,21,5,12.46,,MX,2021-10-24 22:49:59,clear sky
1050,Plerin,48.5425,-2.7798,54.75,96,20,3.0,,FR,2021-10-24 22:50:00,few clouds
1051,Dong Hoi,17.4833,106.6,68.5,82,100,11.3,,VN,2021-10-24 22:45:43,overcast clouds
1052,Katakwi,1.8911,33.9661,70.47,67,45,3.78,,UG,2021-10-24 22:50:00,scattered clouds
1053,Zeya,53.75,127.2667,33.71,94,90,3.33,,RU,2021-10-24 22:50:01,overcast clouds
1054,Karnal,29.6833,76.9833,63.99,68,0,5.19,,IN,2021-10-24 22:45:25,clear sky
1055,Odemira,37.598,-8.6397,59.16,86,60,1.92,,PT,2021-10-24 22:50:02,broken clouds
1056,Pawayan,28.0667,80.1,68.07,79,1,3.6,,IN,2021-10-24 22:50:03,clear sky
1057,Verkhnyaya Toyma,62.2349,44.9985,28.71,87,32,8.48,,RU,2021-10-24 22:50:03,scattered clouds
1058,Yarada,17.65,83.2667,77.32,94,75,2.3,,IN,2021-10-24 22:50:04,mist
1059,Melbu,68.5044,14.8297,39.31,95,100,8.12,,NO,2021-10-24 22:50:05,moderate rain
1060,Alcanena,39.459,-8.6689,59.07,77,10,5.3,,PT,2021-10-24 22:50:05,clear sky
1061,Port Hardy,50.6996,-127.4199,50.18,87,75,13.8,,CA,2021-10-24 22:45:18,light intensity shower rain
1062,Nyurba,63.2842,118.3319,32.13,97,100,5.97,,RU,2021-10-24 22:50:06,overcast clouds
1063,San Carlos De Bariloche,-41.1456,-71.3082,55.15,47,40,47.18,,AR,2021-10-24 22:47:32,dust
1064,Marystown,47.1666,-55.1483,54.86,100,98,10.0,,CA,2021-10-24 22:50:07,overcast clouds
1065,Maarianhamina,60.0973,19.9348,49.86,81,90,12.66,,AX,2021-10-24 22:50:07,overcast clouds
1066,Dolores,-36.3132,-57.6792,56.91,59,0,8.88,,AR,2021-10-24 22:50:08,clear sky
1067,Chabahar,25.2919,60.643,78.12,68,0,1.79,,IR,2021-10-24 22:50:09,clear sky
1068,Sabzevar,36.2126,57.6819,57.09,26,90,4.9,,IR,2021-10-24 22:50:09,overcast clouds
1069,Mumbwa,-14.9783,27.0619,74.48,43,67,4.18,,ZM,2021-10-24 22:50:09,broken clouds
1070,Kingisepp,59.3733,28.6134,35.8,87,98,8.81,,RU,2021-10-24 22:50:10,light rain
1071,Porto Belo,-27.1578,-48.5531,68.9,67,91,14.36,,BR,2021-10-24 22:50:10,overcast clouds
1072,Pachora,20.6667,75.35,70.12,63,1,1.28,,IN,2021-10-24 22:50:10,clear sky
1073,Plettenberg Bay,-34.0527,23.3716,54.03,76,0,3.8,,ZA,2021-10-24 22:50:10,clear sky
1074,Skalat,49.4273,25.9787,35.31,70,65,1.86,,UA,2021-10-24 22:50:11,broken clouds
1075,Haines Junction,60.7522,-137.5108,35.55,69,50,2.3,,CA,2021-10-24 22:50:11,scattered clouds
1076,Luena,-11.7833,19.9167,65.16,93,100,10.54,,AO,2021-10-24 22:50:11,light rain
1077,Bolotnoye,55.6717,84.3981,43.75,83,100,14.09,,RU,2021-10-24 22:50:12,overcast clouds
1078,Hokitika,-42.7167,170.9667,61.07,81,93,7.23,,NZ,2021-10-24 22:50:12,overcast clouds
1079,Birao,10.2849,22.7882,76.41,44,98,1.79,,CF,2021-10-24 22:50:12,overcast clouds
1080,Havelock,34.8791,-76.9013,73.63,83,75,4.61,,US,2021-10-24 22:46:13,broken clouds
1081,Eyl,7.9803,49.8164,77.25,80,45,7.49,,SO,2021-10-24 22:50:13,scattered clouds
1082,Prince Rupert,54.3161,-130.3201,53.29,60,100,3.44,,CA,2021-10-24 22:47:02,overcast clouds
1083,Cardenas,23.0375,-81.2047,80.35,78,100,1.79,,CU,2021-10-24 22:50:13,overcast clouds
1084,Loandjili,-4.7561,11.8578,80.71,83,75,10.36,,CG,2021-10-24 22:50:13,light rain
1085,Ngunguru,-35.6167,174.5,69.17,98,91,7.92,,NZ,2021-10-24 22:46:21,overcast clouds
1086,Nanortalik,60.1432,-45.2371,32.88,98,100,3.83,,GL,2021-10-24 22:50:14,light snow
1087,Kavaratti,10.5669,72.642,81.45,77,85,10.47,,IN,2021-10-24 22:46:19,overcast clouds
1088,Ahuimanu,21.4447,-157.8378,83.91,58,40,18.41,,US,2021-10-24 22:50:14,scattered clouds
1089,Marquette,46.5333,-87.6335,41.83,75,91,9.66,,US,2021-10-24 22:47:08,overcast clouds
1090,Bethel,41.3712,-73.414,55.49,75,90,4.61,,US,2021-10-24 22:50:15,overcast clouds
1091,Monroe,43.1501,-77.6831,53.98,76,75,4.61,,US,2021-10-24 22:50:15,broken clouds
1092,Aljezur,37.3191,-8.8033,59.61,83,62,7.7,,PT,2021-10-24 22:50:15,broken clouds
1093,Carballo,43.213,-8.691,58.01,93,24,4.0,,ES,2021-10-24 22:50:16,few clouds
1094,Carthage,36.8611,10.3316,66.06,82,40,20.71,,TN,2021-10-24 22:50:16,scattered clouds
1095,Havoysund,70.9963,24.6622,27.48,83,65,13.49,,NO,2021-10-24 22:50:17,broken clouds
1096,Jardim,-21.4803,-56.1381,69.58,71,65,4.63,,BR,2021-10-24 22:50:17,broken clouds
1097,Kamen-Rybolov,44.7481,132.0403,43.97,62,0,6.08,,RU,2021-10-24 22:50:17,clear sky
1098,Jumla,29.2747,82.1838,43.07,79,2,4.41,,NP,2021-10-24 22:50:17,clear sky
1099,Vanavara,60.34,102.2797,35.8,83,100,13.78,,RU,2021-10-24 22:50:18,overcast clouds
1100,Egvekinot,66.3167,-179.1667,6.19,85,25,5.93,,RU,2021-10-24 22:50:18,scattered clouds
1101,Saldanha,-33.0117,17.9442,55.45,79,0,14.58,,ZA,2021-10-24 22:50:18,clear sky
1102,Moose Factory,51.2585,-80.6094,39.18,93,90,3.44,,CA,2021-10-24 22:50:19,overcast clouds
1103,Ostrovnoy,68.0531,39.5131,34.7,70,65,22.59,,RU,2021-10-24 22:50:19,light rain
1104,Tabou,4.423,-7.3528,77.31,85,91,7.18,,CI,2021-10-24 22:50:19,overcast clouds
1105,Aswan,24.0934,32.907,70.75,29,0,9.78,,EG,2021-10-24 22:46:41,clear sky
1106,Pucara,-15.9803,-71.4606,39.33,28,1,11.63,,PE,2021-10-24 22:50:20,clear sky
1107,Mount Isa,-20.7333,139.5,80.37,50,100,13.8,,AU,2021-10-24 22:50:20,light rain
1108,Carbondale,37.7273,-89.2168,78.8,68,1,13.8,,US,2021-10-24 22:50:19,clear sky
1109,Tasiilaq,65.6145,-37.6368,29.73,86,100,45.25,,GL,2021-10-24 22:50:20,snow
1110,Tirat Karmel,32.7617,34.9719,65.62,72,0,7.4,,IL,2021-10-24 22:50:21,clear sky
1111,Puerto Colombia,10.9878,-74.9547,82.49,79,60,11.63,,CO,2021-10-24 22:50:21,broken clouds
1112,Mareeba,-17.0,145.4333,81.32,74,8,8.21,,AU,2021-10-24 22:50:21,clear sky
1113,Gilgit,35.9221,74.3087,52.32,71,98,2.51,,PK,2021-10-24 22:50:22,overcast clouds
1114,Bud,39.447,-86.1758,73.49,98,89,14.47,,US,2021-10-24 22:50:22,overcast clouds
1115,Briancon,44.9,6.65,41.61,50,3,3.4,,FR,2021-10-24 22:50:22,clear sky
1116,Kloulklubed,7.0419,134.2556,83.39,73,70,7.52,,PW,2021-10-24 22:50:23,broken clouds
1117,Emba,48.8264,58.1442,46.63,51,100,7.9,,KZ,2021-10-24 22:50:23,overcast clouds
1118,Rawson,-43.3002,-65.1023,70.27,27,100,35.68,,AR,2021-10-24 22:50:23,overcast clouds
1119,Lodwar,3.1191,35.5973,85.71,41,15,16.04,,KE,2021-10-24 22:50:24,few clouds
1120,Bilma,18.6853,12.9164,85.39,12,2,4.23,,NE,2021-10-24 22:50:24,clear sky
1121,Bocaiuva,-17.1078,-43.815,76.71,76,100,2.59,,BR,2021-10-24 22:50:24,overcast clouds
1122,Hualmay,-11.0964,-77.6139,64.08,79,41,12.12,,PE,2021-10-24 22:50:25,scattered clouds
1123,Bushehr,28.9684,50.8385,73.49,60,0,0.0,,IR,2021-10-24 22:50:25,clear sky
1124,Lasa,46.6166,10.7002,53.06,33,66,2.75,,IT,2021-10-24 22:50:25,broken clouds
1125,Anadyr,64.75,177.4833,5.5,85,75,2.24,,RU,2021-10-24 22:50:26,broken clouds
1126,Banepa,27.6298,85.5214,53.94,92,5,2.48,,NP,2021-10-24 22:50:26,clear sky
1127,Dimbokro,6.6451,-4.7048,73.49,98,91,3.56,,CI,2021-10-24 22:50:26,overcast clouds
1128,Tongren,27.7172,109.1853,52.95,73,45,2.1,,CN,2021-10-24 22:50:26,scattered clouds
1129,Padang,-0.9492,100.3543,76.6,90,100,3.04,,ID,2021-10-24 22:45:32,light rain
1130,Jinchang,38.4953,102.1739,46.11,50,99,2.73,,CN,2021-10-24 22:50:27,overcast clouds
1131,Abonnema,4.7084,6.7931,77.34,87,77,4.94,,NG,2021-10-24 22:50:27,broken clouds
1132,Vesyegonsk,58.664,37.2604,28.31,88,20,5.26,,RU,2021-10-24 22:50:27,few clouds
1133,Novoagansk,61.9449,76.6625,28.65,92,64,3.53,,RU,2021-10-24 22:50:28,broken clouds
1134,Zambezi,-13.5432,23.1047,69.55,86,93,7.67,,ZM,2021-10-24 22:50:28,overcast clouds
1135,Nangong,37.3581,115.3744,49.75,74,21,7.34,,CN,2021-10-24 22:50:28,few clouds
1136,Unguia,8.0434,-77.0945,77.56,94,98,2.26,,CO,2021-10-24 22:50:29,overcast clouds
1137,Faya,18.3851,42.4509,59.11,55,14,2.77,,SA,2021-10-24 22:50:29,few clouds
1138,Olafsvik,64.8945,-23.7142,42.35,90,100,22.15,,IS,2021-10-24 22:50:29,overcast clouds
1139,Khorixas,-20.3667,14.9667,57.04,54,1,2.53,,NA,2021-10-24 22:50:30,clear sky
1140,Mbaiki,3.8678,17.9892,70.81,98,100,2.28,,CF,2021-10-24 22:50:30,moderate rain
1141,Necochea,-38.5473,-58.7368,64.04,62,6,8.43,,AR,2021-10-24 22:50:31,clear sky
1142,Chitrakonda,18.1167,82.0833,67.03,93,55,1.43,,IN,2021-10-24 22:50:31,broken clouds
1143,Machachi,-0.5,-78.5667,54.75,99,100,1.88,,EC,2021-10-24 22:50:31,moderate rain
1144,Kamloops,50.6665,-120.3192,57.74,54,90,4.0,,CA,2021-10-24 22:50:31,light rain
1145,Koslan,63.4564,48.8989,26.89,83,80,7.58,,RU,2021-10-24 22:50:32,broken clouds
1146,Babol,36.5513,52.679,51.87,65,5,4.0,,IR,2021-10-24 22:50:32,clear sky
1147,Zarand,30.8127,56.564,53.28,26,0,4.85,,IR,2021-10-24 22:50:32,clear sky
1148,Olean,42.0776,-78.4297,52.12,99,100,2.39,,US,2021-10-24 22:47:26,light rain
1149,Seoul,37.5683,126.9778,45.84,93,20,2.3,,KR,2021-10-24 22:50:33,few clouds
1150,Peniche,39.3558,-9.3811,60.62,92,21,6.42,,PT,2021-10-24 22:50:33,few clouds
1151,Porto Santo,33.072,-16.3415,70.18,64,40,8.05,,PT,2021-10-24 22:50:33,scattered clouds
1152,Tarko-Sale,64.9225,77.785,23.36,88,18,17.34,,RU,2021-10-24 22:50:34,few clouds
1153,Newport,51.5877,-2.9984,55.94,91,27,13.29,,GB,2021-10-24 22:50:34,scattered clouds
1154,Morro Bay,35.3658,-120.8499,67.08,94,100,1.01,,US,2021-10-24 22:50:34,overcast clouds
1155,Okhotsk,59.3833,143.3,18.99,74,69,9.13,,RU,2021-10-24 22:50:35,broken clouds
1156,Namwala,-15.7504,26.4384,77.68,44,62,4.97,,ZM,2021-10-24 22:50:35,light rain
1157,Trairi,-3.2778,-39.2689,79.74,72,3,11.14,,BR,2021-10-24 22:45:43,clear sky
1158,Moree,-29.4667,149.85,69.82,30,65,9.22,,AU,2021-10-24 22:50:35,broken clouds
1159,Mamit,23.9333,92.4833,60.66,97,3,1.86,,IN,2021-10-24 22:50:36,clear sky
1160,Luganville,-15.5333,167.1667,81.48,78,45,8.19,,VU,2021-10-24 22:50:36,scattered clouds
1161,Molepolole,-24.4066,25.4951,71.74,57,46,14.63,,BW,2021-10-24 22:50:36,scattered clouds
1162,Benin,9.5,2.25,75.81,80,64,2.33,,BJ,2021-10-24 22:50:37,broken clouds
1163,Mahibadhoo,3.7833,72.9667,82.83,72,58,14.65,,MV,2021-10-24 22:50:37,broken clouds
1164,Teguldet,57.3064,88.1667,41.59,94,90,8.14,,RU,2021-10-24 22:50:37,overcast clouds
1165,Port Shepstone,-30.7414,30.455,61.72,74,100,4.63,,ZA,2021-10-24 22:50:38,overcast clouds
1166,Mackenzie,55.2999,-123.1698,41.22,75,1,8.05,,CA,2021-10-24 22:50:38,clear sky
1167,Paka,4.6374,103.4368,76.98,94,82,0.0,,MY,2021-10-24 22:50:38,broken clouds
1168,Aldan,58.6031,125.3894,31.03,87,100,10.04,,RU,2021-10-24 22:50:39,overcast clouds
1169,Karasburg,-28.0167,18.75,61.56,24,0,10.76,,NA,2021-10-24 22:50:39,clear sky
1170,Zverinogolovskoye,54.4586,64.8542,46.18,88,100,7.67,,RU,2021-10-24 22:50:39,overcast clouds
1171,Sao Joao Da Barra,-21.6403,-41.0511,74.98,93,100,11.25,,BR,2021-10-24 22:50:39,overcast clouds
1172,Iisalmi,63.5592,27.1907,32.02,98,100,8.03,,FI,2021-10-24 22:50:40,snow
1173,Sapouy,11.5544,-1.7736,78.24,72,50,1.59,,BF,2021-10-24 22:50:40,scattered clouds
1174,Kourou,5.1552,-52.6478,78.85,94,100,7.63,,GF,2021-10-24 22:50:40,moderate rain
1175,Lorengau,-2.0226,147.2712,82.36,80,71,8.84,,PG,2021-10-24 22:45:55,broken clouds
1176,Borsa,47.6553,24.6633,33.76,81,15,1.7,,RO,2021-10-24 22:50:41,few clouds
1177,Chegdomyn,51.1167,133.0167,31.46,87,4,0.76,,RU,2021-10-24 22:46:43,clear sky
1178,Nhamunda,-2.1861,-56.7131,80.83,78,74,0.34,,BR,2021-10-24 22:50:41,broken clouds
1179,Raudeberg,61.9875,5.1352,53.38,93,100,11.99,,NO,2021-10-24 22:48:00,overcast clouds
1180,Marsa Matruh,31.3525,27.2453,70.48,73,6,8.61,,EG,2021-10-24 22:50:42,clear sky
1181,Kautokeino,69.0125,23.0412,18.73,95,100,3.65,,NO,2021-10-24 22:50:42,light snow
1182,Hit,33.6416,42.8251,68.99,25,0,8.39,,IQ,2021-10-24 22:50:42,clear sky
1183,Agrafa,39.136,21.6494,51.3,95,100,7.78,,GR,2021-10-24 22:50:42,overcast clouds
1184,Maumere,-8.6199,122.2111,81.18,77,78,1.19,,ID,2021-10-24 22:50:43,broken clouds
1185,Harbour Breton,47.4833,-55.7983,55.0,91,100,35.95,,CA,2021-10-24 22:50:43,overcast clouds
1186,Saint-Denis,48.9167,2.3333,52.14,79,0,3.44,,FR,2021-10-24 22:50:43,clear sky
1187,Makakilo City,21.3469,-158.0858,82.72,53,75,10.36,,US,2021-10-24 22:50:44,broken clouds
1188,Redwater,33.3582,-94.2544,85.82,53,75,9.6,,US,2021-10-24 22:50:44,broken clouds
1189,Bulungu,-4.55,18.6,71.89,92,71,1.07,,CD,2021-10-24 22:50:44,broken clouds
1190,Shingu,33.7333,135.9833,61.45,97,100,9.15,,JP,2021-10-24 22:47:36,light rain
1191,Hami,42.8,93.45,42.87,37,4,5.5,,CN,2021-10-24 22:50:45,clear sky
1192,Nhulunbuy,-12.2333,136.7667,86.61,62,93,5.75,,AU,2021-10-24 22:50:45,overcast clouds
1193,Sola,-13.8833,167.55,86.67,74,75,0.0,,VU,2021-10-24 22:50:45,broken clouds
1194,Davila,18.4726,120.5763,73.38,78,17,10.54,,PH,2021-10-24 22:50:46,few clouds
1195,Tinyahuarco,-10.75,-76.3,43.97,83,86,5.66,,PE,2021-10-24 22:50:46,overcast clouds
1196,Antofagasta,-23.65,-70.4,60.08,75,20,1.61,,CL,2021-10-24 22:48:46,few clouds
1197,Russell,32.3502,-85.1999,73.0,83,20,0.0,,US,2021-10-24 22:50:46,few clouds
1198,Laguna,38.421,-121.4238,63.93,95,90,3.0,,US,2021-10-24 22:50:47,heavy intensity rain
1199,Lakes Entrance,-37.8811,147.981,57.16,68,82,8.86,,AU,2021-10-24 22:50:47,broken clouds
1200,Poopo,-18.3667,-66.9667,53.58,11,31,25.3,,BO,2021-10-24 22:50:47,scattered clouds
1201,Zaozerne,45.1582,33.2787,45.95,63,12,11.48,,UA,2021-10-24 22:50:47,few clouds
1202,Airai,-8.9266,125.4092,68.02,65,98,1.07,,TL,2021-10-24 22:50:48,overcast clouds
1203,Balkanabat,39.5108,54.3671,58.03,68,0,3.31,,TM,2021-10-24 22:50:48,clear sky
1204,Bembibre,42.6177,-6.4155,56.66,98,69,1.97,,ES,2021-10-24 22:50:48,broken clouds
1205,Aban,56.67,96.06,41.05,71,87,13.11,,RU,2021-10-24 22:50:49,overcast clouds
1206,Sakakah,29.9697,40.2064,65.77,31,0,5.88,,SA,2021-10-24 22:50:49,clear sky
1207,Floresta,-8.6011,-38.5686,86.72,49,34,2.35,,BR,2021-10-24 22:50:49,scattered clouds
1208,Varkaus,62.3153,27.873,33.31,98,100,9.35,,FI,2021-10-24 22:50:50,light snow
1209,Progreso,21.2833,-89.6667,82.35,82,100,8.81,,MX,2021-10-24 22:50:50,overcast clouds
1210,Sokoni,-6.4333,39.55,78.37,77,4,9.19,,TZ,2021-10-24 22:50:50,clear sky
1211,Alice Springs,-23.7,133.8833,69.35,32,75,10.36,,AU,2021-10-24 22:50:34,broken clouds
1212,Boguchany,58.3814,97.4531,39.92,72,99,12.82,,RU,2021-10-24 22:50:51,overcast clouds
1213,La Asuncion,11.0333,-63.8628,80.02,81,49,16.15,,VE,2021-10-24 22:50:51,scattered clouds
1214,Salinopolis,-0.6136,-47.3561,81.36,81,1,11.81,,BR,2021-10-24 22:46:49,clear sky
1215,Lubango,-14.9172,13.4925,61.66,40,17,3.76,,AO,2021-10-24 22:50:52,few clouds
1216,Livramento,-3.0254,-60.1803,84.87,89,75,5.75,,BR,2021-10-24 22:50:52,thunderstorm
1217,Pachelma,53.2443,43.3521,31.93,85,95,15.28,,RU,2021-10-24 22:50:52,overcast clouds
1218,Athabasca,54.7169,-113.2854,51.62,71,48,9.82,,CA,2021-10-24 22:50:52,scattered clouds
1219,Samarai,-10.6167,150.6667,82.83,76,40,12.53,,PG,2021-10-24 22:50:53,scattered clouds
1220,Sabha,27.0377,14.4283,78.91,19,8,5.55,,LY,2021-10-24 22:50:53,clear sky
1221,Tres Arroyos,-38.3739,-60.2798,62.89,39,1,10.16,,AR,2021-10-24 22:47:56,clear sky
1222,Ust-Kut,56.7938,105.7672,38.68,93,100,12.8,,RU,2021-10-24 22:50:53,overcast clouds
1223,Grand Gaube,-20.0064,57.6608,74.37,69,92,8.01,,MU,2021-10-24 22:50:54,overcast clouds
1224,Goure,13.9835,10.2704,87.03,16,12,7.54,,NE,2021-10-24 22:50:54,few clouds
1225,Nisia Floresta,-6.0911,-35.2086,81.41,78,95,7.83,,BR,2021-10-24 22:47:33,overcast clouds
1226,Diffa,13.3154,12.6113,86.7,19,73,7.4,,NE,2021-10-24 22:50:54,broken clouds
1227,Hofn,64.2539,-15.2082,41.31,86,100,21.72,,IS,2021-10-24 22:50:55,light rain
1228,Neiafu,-18.65,-173.9833,79.48,61,20,9.22,,TO,2021-10-24 22:50:55,few clouds
1229,Perg,48.25,14.6333,42.58,84,0,4.18,,AT,2021-10-24 22:50:55,clear sky
1230,Mbekenyera,-10.0,38.9833,73.02,84,45,6.69,,TZ,2021-10-24 22:50:56,scattered clouds
1231,Crossville,35.949,-85.0269,66.83,69,1,4.0,,US,2021-10-24 22:50:56,clear sky
1232,Chambas,22.1928,-78.9136,77.63,87,100,3.65,,CU,2021-10-24 22:50:56,overcast clouds
1233,Platon Sanchez,21.2833,-98.3667,85.59,74,70,2.68,,MX,2021-10-24 22:50:57,broken clouds
1234,Lesosibirsk,58.2358,92.4828,41.02,76,87,9.69,,RU,2021-10-24 22:50:57,overcast clouds
1235,Ati,13.2154,18.3353,88.21,21,33,8.25,,TD,2021-10-24 22:50:57,scattered clouds
1236,Vodnyy,63.5046,53.4095,26.01,93,100,4.97,,RU,2021-10-24 22:50:58,overcast clouds
1237,Trat,12.5,102.5,74.21,90,98,9.17,,TH,2021-10-24 22:50:58,overcast clouds
1238,Chingirlau,51.095,54.0814,45.14,64,100,2.91,,KZ,2021-10-24 22:50:58,light rain
1239,Tonj,7.2737,28.6822,75.88,65,13,3.6,,SS,2021-10-24 22:50:58,few clouds
1240,Acajutla,13.5928,-89.8275,82.8,76,38,2.91,,SV,2021-10-24 22:50:59,scattered clouds
1241,Kapuskasing,49.4169,-82.4331,37.4,93,75,6.91,,CA,2021-10-24 22:49:40,mist
1242,Misratah,32.3754,15.0925,73.36,77,1,9.78,,LY,2021-10-24 22:50:59,clear sky
1243,Amguri,26.8,94.5333,66.7,91,3,2.86,,IN,2021-10-24 22:50:59,clear sky
1244,Dzaoudzi,-12.7887,45.2699,80.49,83,90,12.66,,YT,2021-10-24 22:51:00,overcast clouds
1245,Honningsvag,70.9821,25.9704,35.35,73,44,13.13,,NO,2021-10-24 22:51:00,scattered clouds
1246,Cawayan,9.9718,122.6249,79.2,84,79,3.33,,PH,2021-10-24 22:51:01,broken clouds
1247,Shakawe,-18.3667,21.85,72.77,55,79,4.16,,BW,2021-10-24 22:51:01,broken clouds
1248,Cabedelo,-6.9811,-34.8339,79.47,76,97,9.1,,BR,2021-10-24 22:51:02,overcast clouds
1249,Karasjok,69.4719,25.5112,15.91,98,100,2.86,,NO,2021-10-24 22:51:02,overcast clouds
1250,Tarakan,3.3,117.6333,78.3,89,75,4.61,,ID,2021-10-24 22:51:03,light rain
1251,Pozo Colorado,-23.4923,-58.7972,70.21,39,0,6.51,,PY,2021-10-24 22:51:03,clear sky
1252,Mazamari,-11.3258,-74.5308,79.48,74,98,3.49,,PE,2021-10-24 22:51:03,overcast clouds
1253,Ranong,9.9658,98.6348,76.78,90,97,4.0,,TH,2021-10-24 22:51:03,overcast clouds
1254,Daru,-9.0763,143.2092,84.0,75,92,10.65,,PG,2021-10-24 22:51:04,overcast clouds
1255,Gorin,51.1983,136.6669,34.56,88,47,4.54,,RU,2021-10-24 22:51:04,scattered clouds
1256,Bubaque,11.2833,-15.8333,82.69,74,100,9.33,,GW,2021-10-24 22:50:22,overcast clouds
1257,Hatillo,18.4863,-66.8254,83.89,85,46,1.01,,PR,2021-10-24 22:51:04,scattered clouds
1258,Mecca,21.4267,39.8261,79.29,64,0,2.17,,SA,2021-10-24 22:51:05,clear sky
1259,Poso,-1.3959,120.7524,79.39,79,100,3.62,,ID,2021-10-24 22:51:05,overcast clouds
1260,Whitley Bay,55.0397,-1.4471,54.28,84,20,8.05,,GB,2021-10-24 22:51:05,few clouds
1261,Palmer,42.1584,-72.3287,53.2,70,40,4.61,,US,2021-10-24 22:48:43,scattered clouds
1262,Teknaf,20.8624,92.3058,73.53,85,46,4.5,,BD,2021-10-24 22:51:06,scattered clouds
1263,Santiago Del Estero,-27.7951,-64.2615,77.81,20,0,8.81,,AR,2021-10-24 22:51:06,clear sky
1264,Saint-Pierre,-21.3393,55.4781,73.08,75,90,4.61,,RE,2021-10-24 22:47:17,overcast clouds
1265,Iqaluit,63.7506,-68.5145,29.93,92,90,8.01,,CA,2021-10-24 22:51:07,light snow
1266,Dunedin,-45.8742,170.5036,60.82,70,75,3.38,,NZ,2021-10-24 22:46:31,broken clouds
1267,Klooga,59.3197,24.2114,46.94,88,100,15.84,,EE,2021-10-24 22:51:07,overcast clouds
1268,Koungou,-12.7336,45.2042,80.31,83,90,12.66,,YT,2021-10-24 22:51:07,overcast clouds
1269,Ormara,25.2088,64.6357,76.6,56,0,3.76,,PK,2021-10-24 22:51:08,clear sky
1270,Sao Filipe,14.8961,-24.4956,78.1,71,46,11.54,,CV,2021-10-24 22:51:08,scattered clouds
1271,Caohai,26.8661,104.2841,46.45,97,100,3.47,,CN,2021-10-24 22:51:08,overcast clouds
1272,Mahon,39.8885,4.2658,63.16,94,20,4.61,,ES,2021-10-24 22:51:09,few clouds
1273,Batagay,67.6333,134.6333,7.63,97,100,2.01,,RU,2021-10-24 22:51:09,overcast clouds
1274,Axim,4.8699,-2.2405,77.63,86,45,5.35,,GH,2021-10-24 22:51:09,scattered clouds
1275,College,64.8569,-147.8028,28.2,89,90,0.0,,US,2021-10-24 22:51:10,mist
1276,Barra Do Bugres,-15.0725,-57.1811,71.82,95,100,3.38,,BR,2021-10-24 22:51:10,heavy intensity rain
1277,Vanderhoof,54.0166,-124.0198,49.59,60,88,9.22,,CA,2021-10-24 22:51:10,overcast clouds
1278,Kichera,55.9375,110.0997,36.18,97,100,7.85,,RU,2021-10-24 22:51:11,moderate rain
1279,Odweyne,9.4092,45.064,71.73,36,4,5.95,,SO,2021-10-24 22:51:11,clear sky
1280,Vale,41.6156,42.8722,43.93,73,90,3.42,,GE,2021-10-24 22:51:11,light rain
1281,Castrovillari,39.8203,16.2123,60.3,83,100,7.63,,IT,2021-10-24 22:51:12,overcast clouds
1282,Ridgecrest,35.6225,-117.6709,78.66,37,1,14.0,,US,2021-10-24 22:51:12,clear sky
1283,Port Hawkesbury,45.6169,-61.3485,48.96,90,90,7.0,,CA,2021-10-24 22:51:12,light rain
1284,Garowe,8.4054,48.4845,73.42,76,34,11.92,,SO,2021-10-24 22:51:13,scattered clouds
1285,Raucesti,47.25,26.4167,43.75,76,9,3.62,,RO,2021-10-24 22:51:13,clear sky
1286,Saint Anthony,45.0205,-93.218,49.24,56,1,1.01,,US,2021-10-24 22:51:13,clear sky
1287,Kifri,34.6959,44.9661,69.13,20,0,6.02,,IQ,2021-10-24 22:51:13,clear sky
1288,San Benito,36.6166,-121.0844,60.13,86,100,21.3,,US,2021-10-24 22:51:14,overcast clouds
1289,Bandarbeyla,9.4942,50.8122,77.85,74,15,4.38,,SO,2021-10-24 22:51:14,few clouds
1290,Jambi,-1.6,103.6167,73.44,97,87,0.27,,ID,2021-10-24 22:51:14,overcast clouds
1291,Kuching,1.55,110.3333,77.22,94,20,3.44,,MY,2021-10-24 22:51:15,few clouds
1292,Sharjah,25.3573,55.4033,79.75,69,0,7.16,,AE,2021-10-24 22:51:15,clear sky
1293,Hargeysa,9.56,44.065,66.24,63,3,5.88,,SO,2021-10-24 22:51:15,clear sky
